DOI,Ano,WE,W-graphite,W-GCE,W-G,W-GO,W-rGO,W-Au,W-Cu,W-Pd,W-C,W-In,W-Sn,W-F,W-Fe,W-Ni,W-Polymer,W-Ti,W-N,W-Pt,W-graphene,Material,O,La,Ni,Na,Zn,Cd,Pt,Ir,Pd,C,Cu,Ag,Ru,Al,Rh,Au,Co,Mn,Br,Mg,B,Fe,Pb,Zr,Ce,S,Si,N,V,Nb,Ta,Sn,P,In,Ti,Bi,Sb,Cr,W,Mo,Se,Ge,Te,Org,Polymer,Aniline,rGO,GO,G,MOF,Nano,CNT,Eletrolyte,El_conc,pH,reference,Pot_Onset_V (SHE),Pot_Ox_V (SHE),Ox_Onset,J__mA_cm,methanol,ethanol,concentration,analyte
10.1016/j.jpowsour.2005.06.015,2006,TPC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,HESS,0.391,0.571,0.18,0.35,0,1,0.1,ethanol
10.1021/jp0541967,2005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-GMC,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,SCE,0.644,0.894,0.25,1,1,0,1,methanol
10.1021/jp061045a,2006,graphit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-CNT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,H2SO4,0.1,1,SCE,0.644,0.894,0.25,7.6,1,0,1,methanol
10.1007/s10853-006-0559-9,2007,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtSn-MCMB,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,1,1,SCE,0.844,0.994,0.15,,0,1,1,ethanol
10.1007/s10853-006-0559-9,2007,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HClO4,1,1,SCE,0.494,0.794,0.3,,0,1,1,ethanol
Pt and Pd Supported on Carbon Microspheres for Alcohol Electrooxidation in Alkaline Media,2007,carbon black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pt-CMS,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Hg/HgO,0.24,0.49,0.25,12,0,1,1,ethanol
Pt and Pd Supported on Carbon Microspheres for Alcohol Electrooxidation in Alkaline Media,2007,carbon black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pd-CMS,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Hg/HgO,0.24,0.49,0.25,70,0,1,1,ethanol
Pt and Pd Supported on Carbon Microspheres for Alcohol Electrooxidation in Alkaline Media,2007,carbon black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pt-CMS,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Hg/HgO,0.34,0.52,0.18,60,1,0,1,methanol
Pt and Pd Supported on Carbon Microspheres for Alcohol Electrooxidation in Alkaline Media,2007,carbon black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pd-CMS,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Hg/HgO,0.34,0.52,0.18,50,1,0,1,methanol
,,vulcan carbon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PtRu,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,RHE,0.4,0.65,0.25,90,0,1,1,ethanol
10.1021/acsami.0c01668,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,1,14,RHE,-0.346,-0.0459999999999999,0.3,50,1,0,1,methanol
10.1021/acsami.0c01668,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtNi,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,1,14,RHE,-0.476,-0.106,0.37,55,0,1,1,ethanol
10.20964/2020.05.14,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdBi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,1,14,SCE,-0.306,-0.026,0.28,11,1,0,1,methanol
10.20964/2020.05.14,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdBi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,1,14,SCE,-0.456,-0.00600000000000001,0.45,620,0,1,1,ethanol
10.1016/j.matlet.2020.128498,2020,ITO,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CuO,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.1,12,Ag/AgCl,0.799,1.149,0.35,1.5,1,0,0.5,methanol
10.1016/j.matlet.2020.128498,2020,ITO,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.1,12,Ag/AgCl,0.899,1.149,0.25,0.7,1,0,0.5,methanol
10.1016/j.matlet.2020.128498,2020,ITO,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CuO,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,Ag/AgCl,0.799,0.999,0.2,0.0007,1,0,0.5,methanol
10.1016/j.matlet.2020.128498,2020,ITO,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,Ag/AgCl,0.599,0.899,0.3,0.0004,1,0,0.5,methanol
10.1016/j.apcatb.2020.119135,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,SCE,0.544,0.844,0.3,3.04,1,0,1,methanol
10.1016/j.matchemphys.2020.123577,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CoAuPdPt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,1,14,Ag/AgCl,-0.201,0.049,0.25,,1,0,1,methanol
10.1016/j.matchemphys.2020.123577,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CoAuPdPt,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,1,14,Ag/AgCl,-0.251,0.124,0.375,,0,1,1,ethanol
10.1080/14328917.2018.1533268,2019,GCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-CN,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.5,12.7,,,,,84,1,0,1,methanol
10.1080/14328917.2018.1533268,2019,GCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-ZnCN,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.5,12.7,,,,,113,1,0,1,methanol
10.1007/s10853-018-2884-1,2019,carbon paper,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NiCu-OMC,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,KOH,0.1,14,Ag/AgCl,0.599,0.999,0.4,225,1,0,2,methanol
10.1021/acsanm.9b00653,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdO-CuO-Y-C,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.5,12.7,Ag/AgCl,0.699,1.039,0.34,,1,0,1,methanol
10.1002/cctc.202200605,2022,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AgPt,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.1,12,Ag/AgCl,-0.101,0.249,0.35,2,1,0,0.5,methanol
10.1142/S1088424621500152,2021,graphit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiTPPBr6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaOH,1,14,Ag/AgCl,0.419,0.999,0.58,100,1,0,0.49,methanol
10.1142/S1088424621500152,2021,graphit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiTPPBr6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaOH,1,14,Ag/AgCl,0.799,1.199,0.4,250,0,1,0.97,ethanol
10.1016/j.apcatb.2020.119793,2021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ni-MOF-MWCNT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,KOH,1,14,SCE,0.744,,,200,1,0,1,methanol
10.1016/j.ijhydene.2020.08.278,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtRu-TiWO2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,RHE,0.041,0.541,0.5,0.43,1,0,,methanol
10.1016/j.ijhydene.2020.08.278,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtRu-TiWO2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,RHE,0.291,0.591,0.3,0.34,0,1,,ethanol
10.1149/1945-7111/ac5d8f,2022,carbon paper,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PtRu-Pt,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,1,SCE,0.444,0.694,0.25,19,1,0,0.1,methanol
10.1016/j.apsusc.2021.151119,2021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VO2-Ni,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,1,14,,,,,360,1,0,1,methanol
10.1007/s12034-021-02428-z,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-MWCNT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,KOH,1,14,Ag/AgCl,,0.019,0.019,15,1,0,1,methanol
10.1016/j.ijhydene.2020.10.103,2021,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PdNi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,0.1,12,RHE,-0.208,0.042,0.25,10,0,1,1,ethanol
10.20964/2019.02.50,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdRu-C,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.1,12,Ag/AgCl,-0.101,0.179,0.28,,1,0,1,methanol
10.20964/2019.02.50,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdRu-C,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.1,12,Ag/AgCl,-0.201,0.699,0.9,,0,1,1,ethanol
10.20964/2019.02.50,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-C,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.1,12,Ag/AgCl,-0.051,0.269,0.32,,1,0,1,methanol
10.20964/2019.02.50,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-C,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,0.1,12,Ag/AgCl,-0.301,0.229,0.53,,0,1,1,ethanol
10.1016/j.ceramint.2020.09.173,2021,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CuCo2O4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,0.549,0.799,0.25,75,1,0,0.5,methanol
10.1016/j.ceramint.2020.09.173,2021,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Co3O4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,0.649,0.799,0.15,33.75,1,0,0.5,methanol
10.1016/j.ceramint.2020.09.173,2021,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,0.679,0.799,0.12,7.5,1,0,0.5,methanol
10.1016/j.fuel.2021.121005,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poly-melamine-Pd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,KOH,0.5,12.7,Ag/AgCl,-0.201,-0.081,0.12,0.07,1,0,1,methanol
10.1016/j.fuel.2021.121005,2021,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poly-melamine-Pd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,KOH,0.5,12.7,Ag/AgCl,-0.351,-0.201,0.15,0.048,0,1,1,ethanol
10.1016/j.bios.2020.112077,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pyrene-TEMPO-CNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,phosphate,0.15,5.2,SCE,0.574,1.024,0.45,1.3,0,1,0.1,ethanol
10.20964/2018.02.58,2018,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PtCu-C,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,-0.501,-0.051,0.45,,0,1,1,ethanol
10.20964/2018.02.58,2018,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pt,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,-0.351,0.049,0.4,,0,1,1,ethanol
10.20964/2018.02.58,2018,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,1,14,Ag/AgCl,-0.351,-0.251,0.1,,0,1,1,ethanol
10.1016/j.ijhydene.2017.11.014,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtRh-C,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,RHE,0.561,0.691,0.13,0.39,0,1,0.5,ethanol
10.1016/j.ijhydene.2017.11.014,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtRh-C-SnO2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,RHE,0.511,0.721,0.21,1,0,1,0.5,ethanol
10.1002/ente.202000431,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,RHE,0.551,0.771,0.22,0.23,0,1,0.5,ethanol
10.1002/ente.202000431,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TiIrO2-Pt,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,SHE,0.35,0.7,0.35,13.74,0,1,,ethanol
10.1002/ente.202000431,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,0.5,1,SHE,0.55,0.7,0.15,8,0,1,,ethanol
10.1166/jnn.2019.16915,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ni-SiO-C-Pt,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,RHE,0.341,0.741,0.4,,0,1,0.5,ethanol
10.1166/jnn.2019.16915,2019,Pt/C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,0.5,1,RHE,0.341,0.741,0.4,,0,1,0.5,ethanol
0.1016/j.ijhydene.2019.08.236,2019,vulcan carbon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PdNiFe-MnO2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.2,12.4,Hg/HgO,0.14,0.89,0.75,3,0,1,1,ethanol
0.1016/j.ijhydene.2019.08.236,2019,vulcan carbon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PdNi-MnO2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.2,12.4,Hg/HgO,0.14,0.65,0.51,1.5,0,1,1,ethanol
0.1016/j.ijhydene.2019.08.236,2019,vulcan carbon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pd-MnO2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,0.2,12.4,Hg/HgO,-0.11,0.14,0.25,1,0,1,1,ethanol
10.1016/j.jelechem.2018.06.002,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiPh-C,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaOH,0.5,12.7,Ag/AgCl,1.06,1.38,0.32,189,0,1,0.5,ethanol
10.1007/s10008-017-3595-2,2017,Au,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,1,14,SCE,-0.256,-0.00600000000000001,0.25,2.5,0,1,1,ethanol
10.1007/s10008-017-3595-2,2017,Au,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PdNi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,1,14,SCE,-0.356,-0.00600000000000001,0.35,31,0,1,1,ethanol
Electrochemical Preparation of Porous PtCu Alloy on an Ionic Liquid Functionalized Graphene Film for the Electrocatalytic Oxidation and Amperometric Detection of Ethanol,2016,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCu-GO,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,H2SO4,0.5,1,SCE,0.644,0.844,0.2,48,0,1,0.5,ethanol
